timestamp,video_url,status
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-25-11/video/1732505540583995478-video_watermark_66dcc9d00732769947e7a023ec4c498e_317295575891832840.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-25-11/video/1732505209729279544-video_watermark_6e908da7ca21a35f7c732412f43689e9_317293566656643075.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-25-11/video/1732504986231868134-video_watermark_09fdc3f2c6ad02d0005a0f58a672ebae_317293203568320518.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-08/video/1731459124811352532-video_watermark_0f9348517cf14ddff8e886d24f856109_312904496689709059.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-08/video/1731458749780707448-video_watermark_e9f6a5e023088eaad104e731a8cd4368_312904458412498944.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-08/video/1731457272220038251-video_watermark_32a62109f9726c0fa46f2faa08e6c859_312898089647087625.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-07/video/1731454439426355240-video_watermark_208582dbc42ed8c72e8ed806332a4b67_312885456214691846.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-07/video/1731454070559173863-video_watermark_9de14b9fd924d6dba5c9c8e30d326b7c_312884768617271302.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-06/video/1731449890506602025-video_watermark_631b7560018fd2fee72c094ced910adc_312867031518019593.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-04/video/1731444235902405147-video_watermark_05bced41e4b510ae4cfb6a18665c85ec_312843503066411008.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-03/video/1731440824772480303-video_watermark_7eb1d26cf9fc6aa51d07a1f27520dff9_312829279124582405.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-03/video/1731440248319520261-video_watermark_d8f56e8df9af11c75cb6b65d5afbdfcf_312826837678952451.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-01/video/1731433724512780652-video_watermark_cb2a7d71fc3659e1a217a069f7287f65_312729403204300808.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-01/video/1731431772096914709-video_watermark_575376e0515538ffc4a8bbc464e17769_312718498223628290.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-13-00/video/1731427760121751758-video_watermark_7123f8cc9ba8bb19f650950397a3e0c1_312717661170565127.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-21/video/1731416563098887512-video_watermark_7025fe66eb92aa3ad53f750929b24641_312716832871030788.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731412060267062552-video_watermark_790ee5f321dfbe014294dddfa06d4ed6_312704237657133065.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731411472084288094-video_watermark_5972e28a9683a8015658757405b3d80d_312702563450363911.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731410969389949789-video_watermark_338d96abf31da6d50d6407111ff79b07_312700881886773248.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731410519204018637-video_watermark_aeac55fca88ba5330f8aa257dfaa81aa_312699207470280711.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731410096776104945-video_watermark_358be10879b51a1a220cdfaca1e3ae55_312697538858717188.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731409681278693792-video_watermark_0bf616e0764cafe794f907ced017d9d1_312695867684429831.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-19/video/1731409276682186027-video_watermark_5c85a3f2c0c3951df82441813023ff8c_312694172610994178.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731409021797767066-video_watermark_810eef9202987826389dc403b308ff16_312692493308133376.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731408622540098060-video_watermark_bb2e136b85172e9647f0910fbe44b7e9_312690815674609666.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731408221577247115-video_watermark_dba81658c4123be22443d7fb8618c810_312689984313229315.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731407822450906139-video_watermark_ca968cc9f7157af4cbd5122df8226b13_312689138821234695.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731407434917335716-video_watermark_3b5e1fb48eb3e86beb5564d87c688f90_312687473443475462.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731407183651946677-video_watermark_506479cc8b8a8381fa5238ebc9167764_312685782119747593.mp4,downloaded
2024-11-30 14:05:35,https://cdn.hailuoai.video/moss/prod/2024-11-12-18/video/1731406906126955943-video_watermark_b73d71fa49ef8652b428a5c3ccd70d36_312684105429946374.mp4,downloaded
